train_no,station_code,prev_delay_bucket,predicted_delay_min
12003,CNB,5-15,8.2
12003,CNB,15-30,9.8
12003,CNB,30-60,17.8
12003,CNB,60-120,39.3
12003,CNB,120+,58.3
12003,ETW,0-5,19.1
12003,ETW,5-15,19.2
12003,ETW,15-30,20.1
12003,ETW,30-60,32.4
12003,ETW,60-120,62.3
12003,ETW,120+,96.1
12003,GZB,0-5,13.1
12003,GZB,5-15,13.1
12003,GZB,15-30,14.1
12003,GZB,30-60,25.9
12003,GZB,60-120,49.5
12003,GZB,120+,77.0
12003,LJN,0-5,4.8
12003,LJN,5-15,4.8
12003,LJN,15-30,4.8
12003,LJN,30-60,10.6
12003,LJN,60-120,30.0
12003,LJN,120+,42.6
12003,NDLS,0-5,22.4
12003,NDLS,5-15,22.5
12003,NDLS,15-30,20.8
12003,NDLS,30-60,29.0
12003,NDLS,60-120,51.5
12003,NDLS,120+,78.8
12003,ON,0-5,9.7
12003,ON,5-15,9.7
12003,ON,15-30,9.8
12003,ON,30-60,17.1
12003,ON,60-120,39.3
12003,ON,120+,61.3
12003,PHD,0-5,13.3
12003,PHD,5-15,13.3
12003,PHD,15-30,14.2
12003,PHD,30-60,24.6
12003,PHD,60-120,48.0
12003,PHD,120+,78.2
12003,TDL,0-5,13.7
12003,TDL,5-15,13.8
12003,TDL,15-30,14.7
12003,TDL,30-60,24.9
12003,TDL,60-120,48.4
12003,TDL,120+,79.2
12004,ALJN,0-5,7.9
12004,ALJN,5-15,7.9
12004,ALJN,15-30,9.5
12004,ALJN,30-60,14.8
12004,ALJN,60-120,33.7
12004,ALJN,120+,48.1
12004,CNB,0-5,3.0
12004,CNB,5-15,3.0
12004,CNB,15-30,4.5
12004,CNB,30-60,10.0
12004,CNB,60-120,26.3
12004,CNB,120+,39.2
12004,ETW,0-5,9.4
12004,ETW,5-15,9.4
12004,ETW,15-30,10.3
12004,ETW,30-60,18.8
12004,ETW,60-120,40.3
12004,ETW,120+,62.2
12004,GZB,0-5,3.7
12004,GZB,5-15,3.7
12004,GZB,15-30,4.6
12004,GZB,30-60,10.2
12004,GZB,60-120,27.3
12004,GZB,120+,40.5
12004,LJN,0-5,2.0
12004,LJN,5-15,2.0
12004,LJN,15-30,2.6
12004,LJN,30-60,8.0
12004,LJN,60-120,23.0
12004,LJN,120+,36.4
12004,NDLS,0-5,13.7
12004,NDLS,5-15,13.8
12004,NDLS,15-30,11.7
12004,NDLS,30-60,17.0
12004,NDLS,60-120,30.6
12004,NDLS,120+,44.0
12004,ON,0-5,3.0
12004,ON,5-15,3.0
12004,ON,15-30,3.8
12004,ON,30-60,8.9
12004,ON,60-120,24.6
12004,ON,120+,37.6
12004,PHD,0-5,10.4
12004,PHD,5-15,10.4
12004,PHD,15-30,11.3
12004,PHD,30-60,19.8
12004,PHD,60-120,41.1
12004,PHD,120+,66.3
12004,TDL,0-5,2.3
12004,TDL,5-15,2.3
12004,TDL,15-30,2.9
12004,TDL,30-60,7.4
12004,TDL,60-120,21.0
12004,TDL,120+,34.1
12007,KPD,0-5,12.0
12007,KPD,5-15,12.0
12007,KPD,15-30,13.7
12007,KPD,30-60,20.4
12007,KPD,60-120,44.2
12007,KPD,120+,76.1
12007,MAS,0-5,2.6
12007,MAS,5-15,2.7
12007,MAS,15-30,4.1
12007,MAS,30-60,10.4
12007,MAS,60-120,25.0
12007,MAS,120+,51.5
12007,MYS,0-5,2.7
12007,MYS,5-15,2.7
12007,MYS,15-30,3.5
12007,MYS,30-60,9.8
12007,MYS,60-120,24.4
12007,MYS,120+,52.4
12007,SBC,0-5,24.6
12007,SBC,5-15,24.7
12007,SBC,15-30,23.0
12007,SBC,30-60,32.6
12007,SBC,60-120,55.9
12007,SBC,120+,103.0
12008,KPD,0-5,8.3
12008,KPD,5-15,8.4
12008,KPD,15-30,10.5
12008,KPD,30-60,17.4
12008,KPD,60-120,38.7
12008,KPD,120+,70.3
12008,MAS,0-5,5.4
12008,MAS,5-15,5.4
12008,MAS,15-30,7.6
12008,MAS,30-60,14.5
12008,MAS,60-120,36.9
12008,MAS,120+,68.6
12008,MYS,0-5,2.4
12008,MYS,5-15,2.4
12008,MYS,15-30,3.7
12008,MYS,30-60,10.0
12008,MYS,60-120,24.9
12008,MYS,120+,52.6
12008,SBC,0-5,19.6
12008,SBC,5-15,19.6
12008,SBC,15-30,18.5
12008,SBC,30-60,26.8
12008,SBC,60-120,51.8
12008,SBC,120+,89.6
12009,ADI,0-5,49.9
12009,ADI,5-15,50.0
12009,ADI,15-30,49.8
12009,ADI,30-60,53.5
12009,ADI,60-120,89.8
12009,ADI,120+,134.8
12009,ANND,0-5,38.5
12009,ANND,5-15,38.5
12009,ANND,15-30,38.3
12009,ANND,30-60,51.6
12009,ANND,60-120,94.0
12009,ANND,120+,158.3
12009,BH,0-5,39.8
12009,BH,5-15,39.8
12009,BH,15-30,39.2
12009,BH,30-60,52.7
12009,BH,60-120,95.7
12009,BH,120+,159.9
12009,BRC,0-5,39.5
12009,BRC,5-15,39.5
12009,BRC,15-30,38.9
12009,BRC,30-60,52.4
12009,BRC,60-120,95.4
12009,BRC,120+,159.3
12009,BVI,0-5,16.6
12009,BVI,5-15,16.6
12009,BVI,15-30,15.4
12009,BVI,30-60,25.8
12009,BVI,60-120,59.8
12009,BVI,120+,111.2
12009,MMCT,0-5,6.6
12009,MMCT,5-15,6.6
12009,MMCT,15-30,5.4
12009,MMCT,30-60,15.1
12009,MMCT,60-120,39.3
12009,MMCT,120+,84.5
12009,ND,0-5,39.7
12009,ND,5-15,39.7
12009,ND,15-30,39.0
12009,ND,30-60,52.1
12009,ND,60-120,94.7
12009,ND,120+,158.3
12009,ST,0-5,39.0
12009,ST,5-15,39.0
12009,ST,15-30,38.3
12009,ST,30-60,50.8
12009,ST,60-120,93.2
12009,ST,120+,157.1
12009,VAPI,0-5,37.5
12009,VAPI,5-15,37.6
12009,VAPI,15-30,37.3
12009,VAPI,30-60,45.7
12009,VAPI,60-120,87.6
12009,VAPI,120+,149.6
12010,ADI,0-5,35.4
12010,ADI,5-15,35.4
12010,ADI,15-30,36.2
12010,ADI,30-60,39.8
12010,ADI,60-120,73.8
12010,ADI,120+,115.6
12010,ANND,0-5,23.6
12010,ANND,5-15,23.6
12010,ANND,15-30,24.9
12010,ANND,30-60,33.3
12010,ANND,60-120,68.5
12010,ANND,120+,122.2
12010,BH,0-5,24.0
12010,BH,5-15,24.0
12010,BH,15-30,24.9
12010,BH,30-60,33.3
12010,BH,60-120,68.5
12010,BH,120+,122.8
12010,BRC,0-5,23.7
12010,BRC,5-15,23.7
12010,BRC,15-30,24.6
12010,BRC,30-60,33.0
12010,BRC,60-120,68.5
12010,BRC,120+,122.5
12010,BVI,0-5,31.8
12010,BVI,5-15,31.8
12010,BVI,15-30,32.8
12010,BVI,30-60,42.9
12010,BVI,60-120,80.8
12010,BVI,120+,138.8
12010,MMCT,0-5,19.0
12010,MMCT,5-15,19.0
12010,MMCT,15-30,19.9
12010,MMCT,30-60,28.3
12010,MMCT,60-120,62.6
12010,MMCT,120+,112.6
12010,ND,0-5,20.9
12010,ND,5-15,20.9
12010,ND,15-30,21.8
12010,ND,30-60,29.7
12010,ND,60-120,63.5
12010,ND,120+,115.2
12010,ST,0-5,23.5
12010,ST,5-15,23.5
12010,ST,15-30,24.4
12010,ST,30-60,32.2
12010,ST,60-120,68.1
12010,ST,120+,121.8
12010,VAPI,0-5,24.0
12010,VAPI,5-15,24.0
12010,VAPI,15-30,24.9
12010,VAPI,30-60,33.3
12010,VAPI,60-120,70.8
12010,VAPI,120+,124.2
12017,DDN,0-5,16.0
12017,DDN,5-15,16.0
12017,DDN,15-30,17.6
12017,DDN,30-60,26.5
12017,DDN,60-120,52.6
12017,DDN,120+,86.1
12017,GZB,0-5,5.5
12017,GZB,5-15,5.5
12017,GZB,15-30,7.1
12017,GZB,30-60,14.1
12017,GZB,60-120,36.7
12017,GZB,120+,68.7
12017,HW,0-5,3.3
12017,HW,5-15,3.4
12017,HW,15-30,4.2
12017,HW,30-60,10.8
12017,HW,60-120,30.5
12017,HW,120+,59.6
12017,MOZ,0-5,13.4
12017,MOZ,5-15,13.4
12017,MOZ,15-30,14.4
12017,MOZ,30-60,26.4
12017,MOZ,60-120,53.9
12017,MOZ,120+,101.9
12017,MTC,0-5,11.4
12017,MTC,5-15,11.4
12017,MTC,15-30,12.4
12017,MTC,30-60,22.9
12017,MTC,60-120,48.4
12017,MTC,120+,94.2
12017,NDLS,0-5,2.5
12017,NDLS,5-15,2.6
12017,NDLS,15-30,3.3
12017,NDLS,30-60,9.6
12017,NDLS,60-120,24.2
12017,NDLS,120+,52.2
12017,RK,0-5,3.4
12017,RK,5-15,3.4
12017,RK,15-30,4.2
12017,RK,30-60,10.3
12017,RK,60-120,29.5
12017,RK,120+,58.2
12017,SRE,0-5,2.6
12017,SRE,5-15,2.7
12017,SRE,15-30,3.3
12017,SRE,30-60,9.1
12017,SRE,60-120,23.6
12017,SRE,120+,51.5
12027,BNC,0-5,27.3
12027,BNC,5-15,27.3
12027,BNC,15-30,26.3
12027,BNC,30-60,33.0
12027,BNC,60-120,55.7
12027,BNC,120+,88.1
12027,JTJ,0-5,7.6
12027,JTJ,5-15,7.6
12027,JTJ,15-30,9.3
12027,JTJ,30-60,17.5
12027,JTJ,60-120,41.6
12027,JTJ,120+,77.8
12027,KPD,0-5,16.9
12027,KPD,5-15,16.9
12027,KPD,15-30,17.8
12027,KPD,30-60,30.5
12027,KPD,60-120,60.4
12027,KPD,120+,111.9
12027,MAS,0-5,2.6
12027,MAS,5-15,2.6
12027,MAS,15-30,3.3
12027,MAS,30-60,9.7
12027,MAS,60-120,24.8
12027,MAS,120+,52.8
12027,SBC,0-5,21.2
12027,SBC,5-15,21.3
12027,SBC,15-30,19.6
12027,SBC,30-60,28.2
12027,SBC,60-120,53.7
12027,SBC,120+,96.2
12028,BNC,0-5,18.8
12028,BNC,5-15,18.8
12028,BNC,15-30,18.4
12028,BNC,30-60,24.0
12028,BNC,60-120,46.6
12028,BNC,120+,77.9
12028,JTJ,0-5,11.9
12028,JTJ,5-15,11.9
12028,JTJ,15-30,14.1
12028,JTJ,30-60,23.7
12028,JTJ,60-120,50.9
12028,JTJ,120+,95.2
12028,KPD,0-5,13.5
12028,KPD,5-15,13.5
12028,KPD,15-30,15.0
12028,KPD,30-60,26.1
12028,KPD,60-120,54.9
12028,KPD,120+,103.3
12028,MAS,0-5,5.5
12028,MAS,5-15,5.6
12028,MAS,15-30,7.0
12028,MAS,30-60,13.4
12028,MAS,60-120,37.1
12028,MAS,120+,71.1
12028,SBC,0-5,2.7
12028,SBC,5-15,2.7
12028,SBC,15-30,3.9
12028,SBC,30-60,9.6
12028,SBC,60-120,28.8
12028,SBC,120+,58.4
12051,CHI,0-5,35.4
12051,CHI,5-15,35.4
12051,CHI,15-30,35.9
12051,CHI,30-60,39.7
12051,CHI,60-120,72.6
12051,CHI,120+,101.4
12051,CSMT,0-5,0.9
12051,CSMT,5-15,1.0
12051,CSMT,15-30,1.2
12051,CSMT,30-60,4.4
12051,CSMT,60-120,15.8
12051,CSMT,120+,22.1
12051,DR,0-5,6.1
12051,DR,5-15,6.2
12051,DR,15-30,6.7
12051,DR,30-60,11.7
12051,DR,60-120,30.1
12051,DR,120+,45.2
12051,KKW,0-5,30.3
12051,KKW,5-15,30.4
12051,KKW,15-30,31.2
12051,KKW,30-60,39.2
12051,KKW,60-120,74.1
12051,KKW,120+,114.6
12051,KUDL,0-5,30.5
12051,KUDL,5-15,30.6
12051,KUDL,15-30,31.4
12051,KUDL,30-60,39.4
12051,KUDL,60-120,73.8
12051,KUDL,120+,115.1
12051,MAO,0-5,16.5
12051,MAO,5-15,16.6
12051,MAO,15-30,17.3
12051,MAO,30-60,24.6
12051,MAO,60-120,49.1
12051,MAO,120+,76.0
12051,PNVL,0-5,19.3
12051,PNVL,5-15,19.4
12051,PNVL,15-30,20.2
12051,PNVL,30-60,27.3
12051,PNVL,60-120,54.1
12051,PNVL,120+,82.6
12051,RN,0-5,25.2
12051,RN,5-15,25.2
12051,RN,15-30,26.0
12051,RN,30-60,33.1
12051,RN,60-120,64.7
12051,RN,120+,98.1
12051,SWV,0-5,30.9
12051,SWV,5-15,30.9
12051,SWV,15-30,31.8
12051,SWV,30-60,39.3
12051,SWV,60-120,73.0
12051,SWV,120+,113.5
12051,THVM,0-5,29.3
12051,THVM,5-15,29.4
12051,THVM,15-30,30.3
12051,THVM,30-60,37.2
12051,THVM,60-120,71.4
12051,THVM,120+,107.8
12051,TNA,0-5,11.6
12051,TNA,5-15,11.7
12051,TNA,15-30,12.1
12051,TNA,30-60,18.3
12051,TNA,60-120,36.3
12051,TNA,120+,57.8
12052,CHI,0-5,35.7
12052,CHI,5-15,35.7
12052,CHI,15-30,36.2
12052,CHI,30-60,40.7
12052,CHI,60-120,69.4
12052,CHI,120+,105.3
12052,CSMT,0-5,29.2
12052,CSMT,5-15,29.2
12052,CSMT,15-30,29.6
12052,CSMT,30-60,38.4
12052,CSMT,60-120,74.8
12052,CSMT,120+,126.7
12052,DR,0-5,47.5
12052,DR,5-15,47.5
12052,DR,15-30,48.0
12052,DR,30-60,57.9
12052,DR,60-120,99.8
12052,DR,120+,156.5
12052,KKW,0-5,19.0
12052,KKW,5-15,19.0
12052,KKW,15-30,19.5
12052,KKW,30-60,25.6
12052,KKW,60-120,58.3
12052,KKW,120+,94.0
12052,KUDL,0-5,17.1
12052,KUDL,5-15,17.1
12052,KUDL,15-30,17.4
12052,KUDL,30-60,23.5
12052,KUDL,60-120,54.9
12052,KUDL,120+,88.4
12052,MAO,0-5,3.3
12052,MAO,5-15,3.3
12052,MAO,15-30,3.2
12052,MAO,30-60,8.1
12052,MAO,60-120,24.7
12052,MAO,120+,43.2
12052,PNVL,0-5,45.4
12052,PNVL,5-15,45.4
12052,PNVL,15-30,45.8
12052,PNVL,30-60,55.7
12052,PNVL,60-120,95.6
12052,PNVL,120+,149.6
12052,RN,0-5,21.3
12052,RN,5-15,21.3
12052,RN,15-30,21.8
12052,RN,30-60,28.2
12052,RN,60-120,61.1
12052,RN,120+,101.3
12052,SWV,0-5,12.4
12052,SWV,5-15,12.4
12052,SWV,15-30,12.7
12052,SWV,30-60,18.2
12052,SWV,60-120,45.3
12052,SWV,120+,74.4
12052,THVM,0-5,16.9
12052,THVM,5-15,16.9
12052,THVM,15-30,17.2
12052,THVM,30-60,22.7
12052,THVM,60-120,53.2
12052,THVM,120+,85.5
12052,TNA,0-5,46.6
12052,TNA,5-15,46.6
12052,TNA,15-30,47.0
12052,TNA,30-60,56.6
12052,TNA,60-120,95.8
12052,TNA,120+,148.8
12101,AK,0-5,52.7
12101,AK,5-15,53.0
12101,AK,15-30,52.2
12101,AK,30-60,55.8
12101,AK,60-120,72.1
12101,AK,120+,97.5
12101,BD,0-5,21.9
12101,BD,5-15,22.2
12101,BD,15-30,20.9
12101,BD,30-60,24.3
12101,BD,60-120,41.0
12101,BD,120+,63.0
12101,BSL,0-5,33.9
12101,BSL,5-15,34.2
12101,BSL,15-30,33.5
12101,BSL,30-60,38.0
12101,BSL,60-120,59.5
12101,BSL,120+,93.8
12101,BSP,0-5,8.8
12101,BSP,5-15,9.1
12101,BSP,15-30,8.5
12101,BSP,30-60,12.8
12101,BSP,60-120,24.3
12101,BSP,120+,41.7
12101,CKP,0-5,109.7
12101,CKP,5-15,108.0
12101,CKP,15-30,107.2
12101,CKP,30-60,111.6
12101,CKP,60-120,122.9
12101,CKP,120+,149.9
12101,DURG,0-5,8.9
12101,DURG,5-15,9.3
12101,DURG,15-30,8.2
12101,DURG,30-60,12.1
12101,DURG,60-120,23.3
12101,DURG,120+,39.3
12101,JSG,0-5,19.2
12101,JSG,5-15,19.5
12101,JSG,15-30,18.2
12101,JSG,30-60,23.3
12101,JSG,60-120,37.1
12101,JSG,120+,58.4
12101,KGP,0-5,177.0
12101,KGP,5-15,175.3
12101,KGP,15-30,175.4
12101,KGP,30-60,176.6
12101,KGP,60-120,186.9
12101,KGP,120+,209.6
12101,KYN,0-5,5.5
12101,KYN,5-15,5.8
12101,KYN,15-30,5.0
12101,KYN,30-60,9.6
12101,KYN,60-120,17.1
12101,KYN,120+,30.7
12101,LTT,0-5,0.0
12101,LTT,5-15,0.2
12101,LTT,15-30,0.0
12101,LTT,30-60,2.6
12101,LTT,60-120,6.8
12101,LTT,120+,14.7
12101,NGP,0-5,5.0
12101,NGP,5-15,5.3
12101,NGP,15-30,4.7
12101,NGP,30-60,9.2
12101,NGP,60-120,17.0
12101,NGP,120+,31.7
12101,RJN,0-5,7.1
12101,RJN,5-15,7.4
12101,RJN,15-30,6.3
12101,RJN,30-60,10.2
12101,RJN,60-120,19.8
12101,RJN,120+,34.8
12101,ROU,0-5,23.6
12101,ROU,5-15,23.9
12101,ROU,15-30,23.0
12101,ROU,30-60,25.4
12101,ROU,60-120,38.2
12101,ROU,120+,68.2
12101,SHM,0-5,200.8
12101,SHM,5-15,199.1
12101,SHM,15-30,198.2
12101,SHM,30-60,209.1
12101,SHM,60-120,220.0
12101,SHM,120+,253.2
12101,SRC,0-5,200.8
12101,SRC,5-15,199.1
12101,SRC,15-30,198.2
12101,SRC,30-60,209.1
12101,SRC,60-120,220.0
12101,SRC,120+,253.2
12101,TATA,0-5,138.6
12101,TATA,5-15,136.9
12101,TATA,15-30,136.9
12101,TATA,30-60,138.9
12101,TATA,60-120,153.4
12101,TATA,120+,176.8
12102,AK,0-5,208.7
12102,AK,5-15,207.0
12102,AK,15-30,203.9
12102,AK,30-60,185.5
12102,AK,60-120,187.4
12102,AK,120+,210.2
12102,BD,0-5,166.9
12102,BD,5-15,165.2
12102,BD,15-30,162.1
12102,BD,30-60,156.1
12102,BD,60-120,163.0
12102,BD,120+,198.8
12102,BSL,0-5,165.2
12102,BSL,5-15,163.5
12102,BSL,15-30,160.5
12102,BSL,30-60,152.8
12102,BSL,60-120,159.5
12102,BSL,120+,202.2
12102,BSP,0-5,90.5
12102,BSP,5-15,88.8
12102,BSP,15-30,87.9
12102,BSP,30-60,89.9
12102,BSP,60-120,101.5
12102,BSP,120+,134.4
12102,CKP,0-5,15.1
12102,CKP,5-15,15.4
12102,CKP,15-30,14.4
12102,CKP,30-60,18.5
12102,CKP,60-120,30.8
12102,CKP,120+,48.6
12102,DURG,0-5,92.8
12102,DURG,5-15,91.1
12102,DURG,15-30,90.2
12102,DURG,30-60,92.2
12102,DURG,60-120,103.9
12102,DURG,120+,136.3
12102,G,0-5,70.9
12102,G,5-15,69.2
12102,G,15-30,68.3
12102,G,30-60,72.9
12102,G,60-120,88.8
12102,G,120+,122.2
12102,JSG,0-5,47.7
12102,JSG,5-15,45.9
12102,JSG,15-30,45.0
12102,JSG,30-60,48.9
12102,JSG,60-120,63.5
12102,JSG,120+,91.4
12102,KGP,0-5,4.1
12102,KGP,5-15,4.5
12102,KGP,15-30,3.1
12102,KGP,30-60,1.3
12102,KGP,60-120,4.1
12102,KGP,120+,5.0
12102,KYN,0-5,152.2
12102,KYN,5-15,150.5
12102,KYN,15-30,149.5
12102,KYN,30-60,151.5
12102,KYN,60-120,164.5
12102,KYN,120+,201.8
12102,LTT,0-5,154.0
12102,LTT,5-15,152.3
12102,LTT,15-30,151.3
12102,LTT,30-60,151.9
12102,LTT,60-120,164.9
12102,LTT,120+,202.1
12102,NGP,0-5,127.9
12102,NGP,5-15,126.2
12102,NGP,15-30,124.7
12102,NGP,30-60,119.3
12102,NGP,60-120,129.6
12102,NGP,120+,157.0
12102,R,0-5,78.9
12102,R,5-15,77.2
12102,R,15-30,76.1
12102,R,30-60,72.8
12102,R,60-120,86.2
12102,R,120+,117.0
12102,RJN,0-5,111.6
12102,RJN,5-15,109.9
12102,RJN,15-30,108.8
12102,RJN,30-60,104.9
12102,RJN,60-120,117.8
12102,RJN,120+,146.6
12102,ROU,0-5,47.4
12102,ROU,5-15,47.7
12102,ROU,15-30,46.4
12102,ROU,30-60,42.3
12102,ROU,60-120,54.6
12102,ROU,120+,80.9
12102,SHM,0-5,0.0
12102,SHM,5-15,0.0
12102,SHM,15-30,0.0
12102,SHM,30-60,0.0
12102,SHM,60-120,0.0
12102,SHM,120+,0.0
12102,SRC,0-5,0.1
12102,SRC,5-15,0.4
12102,SRC,15-30,0.0
12102,SRC,30-60,0.0
12102,SRC,60-120,0.0
12102,SRC,120+,0.0
12102,TATA,0-5,13.6
12102,TATA,5-15,13.9
12102,TATA,15-30,12.2
12102,TATA,30-60,9.9
12102,TATA,60-120,13.3
12102,TATA,120+,21.4
12137,AGC,0-5,25.7
12137,AGC,5-15,25.8
12137,AGC,15-30,25.5
12137,AGC,30-60,28.0
12137,AGC,60-120,51.1
12137,AGC,120+,79.7
12137,BAB,0-5,26.7
12137,BAB,5-15,26.7
12137,BAB,15-30,26.9
12137,BAB,30-60,33.5
12137,BAB,60-120,65.9
12137,BAB,120+,114.2
12137,BAQ,0-5,29.7
12137,BAQ,5-15,29.8
12137,BAQ,15-30,29.9
12137,BAQ,30-60,36.9
12137,BAQ,60-120,69.1
12137,BAQ,120+,120.1
12137,BAU,0-5,30.3
12137,BAU,5-15,30.4
12137,BAU,15-30,30.5
12137,BAU,30-60,37.7
12137,BAU,60-120,69.8
12137,BAU,120+,122.0
12137,BGZ,0-5,35.8
12137,BGZ,5-15,35.8
12137,BGZ,15-30,35.9
12137,BGZ,30-60,43.1
12137,BGZ,60-120,77.4
12137,BGZ,120+,131.4
12137,BHS,0-5,25.8
12137,BHS,5-15,25.9
12137,BHS,15-30,26.0
12137,BHS,30-60,32.8
12137,BHS,60-120,64.5
12137,BHS,120+,113.4
12137,BINA,0-5,12.5
12137,BINA,5-15,12.5
12137,BINA,15-30,12.6
12137,BINA,30-60,18.3
12137,BINA,60-120,41.2
12137,BINA,120+,81.5
12137,BLZ,0-5,52.5
12137,BLZ,5-15,52.5
12137,BLZ,15-30,52.6
12137,BLZ,30-60,58.9
12137,BLZ,60-120,97.1
12137,BLZ,120+,147.5
12137,BPF,0-5,32.0
12137,BPF,5-15,32.1
12137,BPF,15-30,32.2
12137,BPF,30-60,38.6
12137,BPF,60-120,69.3
12137,BPF,120+,121.1
12137,BPL,0-5,17.7
12137,BPL,5-15,17.7
12137,BPL,15-30,17.6
12137,BPL,30-60,23.3
12137,BPL,60-120,48.6
12137,BPL,120+,89.2
12137,BRZ,0-5,51.4
12137,BRZ,5-15,51.5
12137,BRZ,15-30,51.5
12137,BRZ,30-60,57.6
12137,BRZ,60-120,94.5
12137,BRZ,120+,143.5
12137,BSL,0-5,30.7
12137,BSL,5-15,30.7
12137,BSL,15-30,30.9
12137,BSL,30-60,37.2
12137,BSL,60-120,66.3
12137,BSL,120+,112.9
12137,BTI,0-5,37.7
12137,BTI,5-15,37.7
12137,BTI,15-30,37.8
12137,BTI,30-60,44.6
12137,BTI,60-120,76.1
12137,BTI,120+,128.2
12137,CSMT,0-5,3.4
12137,CSMT,5-15,3.4
12137,CSMT,15-30,3.2
12137,CSMT,30-60,7.0
12137,CSMT,60-120,21.6
12137,CSMT,120+,49.0
12137,CSN,0-5,34.4
12137,CSN,5-15,34.4
12137,CSN,15-30,34.5
12137,CSN,30-60,40.9
12137,CSN,60-120,71.4
12137,CSN,120+,123.1
12137,DAA,0-5,25.1
12137,DAA,5-15,25.2
12137,DAA,15-30,25.4
12137,DAA,30-60,31.3
12137,DAA,60-120,60.5
12137,DAA,120+,104.8
12137,DBA,0-5,28.5
12137,DBA,5-15,28.5
12137,DBA,15-30,28.7
12137,DBA,30-60,34.7
12137,DBA,60-120,63.9
12137,DBA,120+,112.3
12137,DHO,0-5,12.6
12137,DHO,5-15,12.6
12137,DHO,15-30,12.7
12137,DHO,30-60,18.0
12137,DHO,60-120,39.2
12137,DHO,120+,77.0
12137,DKZ,0-5,27.9
12137,DKZ,5-15,28.0
12137,DKZ,15-30,28.1
12137,DKZ,30-60,34.2
12137,DKZ,60-120,63.3
12137,DKZ,120+,111.1
12137,DR,0-5,8.4
12137,DR,5-15,8.4
12137,DR,15-30,8.3
12137,DR,30-60,13.4
12137,DR,60-120,30.4
12137,DR,120+,65.8
12137,ET,0-5,16.4
12137,ET,5-15,16.5
12137,ET,15-30,16.5
12137,ET,30-60,22.2
12137,ET,60-120,46.2
12137,ET,120+,85.4
12137,FDB,0-5,16.4
12137,FDB,5-15,16.5
12137,FDB,15-30,16.5
12137,FDB,30-60,22.2
12137,FDB,60-120,46.3
12137,FDB,120+,85.6
12137,FDK,0-5,52.6
12137,FDK,5-15,52.7
12137,FDK,15-30,52.7
12137,FDK,30-60,58.7
12137,FDK,60-120,95.8
12137,FDK,120+,145.0
12137,FZR,0-5,34.0
12137,FZR,5-15,34.1
12137,FZR,15-30,34.2
12137,FZR,30-60,40.6
12137,FZR,60-120,71.1
12137,FZR,120+,122.8
12137,GJUT,0-5,46.4
12137,GJUT,5-15,46.4
12137,GJUT,15-30,46.4
12137,GJUT,30-60,52.4
12137,GJUT,60-120,86.2
12137,GJUT,120+,136.2
12137,GNA,0-5,42.4
12137,GNA,5-15,42.4
12137,GNA,15-30,42.5
12137,GNA,30-60,48.8
12137,GNA,60-120,81.8
12137,GNA,120+,134.3
12137,GWL,0-5,34.0
12137,GWL,5-15,34.0
12137,GWL,15-30,34.2
12137,GWL,30-60,40.8
12137,GWL,60-120,72.4
12137,GWL,120+,121.8
12137,HD,0-5,25.1
12137,HD,5-15,25.1
12137,HD,15-30,25.4
12137,HD,30-60,31.6
12137,HD,60-120,60.9
12137,HD,120+,105.2
12137,JHL,0-5,50.3
12137,JHL,5-15,50.3
12137,JHL,15-30,50.3
12137,JHL,30-60,56.5
12137,JHL,60-120,92.9
12137,JHL,120+,143.3
12137,JIND,0-5,45.2
12137,JIND,5-15,45.2
12137,JIND,15-30,45.2
12137,JIND,30-60,51.3
12137,JIND,60-120,84.9
12137,JIND,120+,136.7
12137,JL,0-5,33.7
12137,JL,5-15,33.8
12137,JL,15-30,33.9
12137,JL,30-60,40.5
12137,JL,60-120,71.0
12137,JL,120+,122.7
12137,KKN,0-5,18.3
12137,KKN,5-15,18.3
12137,KKN,15-30,18.4
12137,KKN,30-60,24.2
12137,KKN,60-120,49.2
12137,KKN,120+,90.4
12137,KKP,0-5,48.9
12137,KKP,5-15,49.0
12137,KKP,15-30,49.0
12137,KKP,30-60,55.2
12137,KKP,60-120,89.9
12137,KKP,120+,140.1
12137,KNW,0-5,12.0
12137,KNW,5-15,12.0
12137,KNW,15-30,12.1
12137,KNW,30-60,17.6
12137,KNW,60-120,39.0
12137,KNW,120+,77.7
12137,KSRA,0-5,23.8
12137,KSRA,5-15,23.8
12137,KSRA,15-30,24.0
12137,KSRA,30-60,29.8
12137,KSRA,60-120,58.5
12137,KSRA,120+,103.5
12137,KSV,0-5,31.8
12137,KSV,5-15,31.8
12137,KSV,15-30,31.9
12137,KSV,30-60,38.5
12137,KSV,60-120,68.7
12137,KSV,120+,117.1
12137,KYN,0-5,20.7
12137,KYN,5-15,20.8
12137,KYN,15-30,20.7
12137,KYN,30-60,26.5
12137,KYN,60-120,52.4
12137,KYN,120+,94.1
12137,LAR,0-5,21.3
12137,LAR,5-15,21.3
12137,LAR,15-30,21.3
12137,LAR,30-60,27.1
12137,LAR,60-120,54.9
12137,LAR,120+,98.6
12137,MAUR,0-5,55.1
12137,MAUR,5-15,55.1
12137,MAUR,15-30,55.1
12137,MAUR,30-60,61.0
12137,MAUR,60-120,98.4
12137,MAUR,120+,148.2
12137,MMR,0-5,27.1
12137,MMR,5-15,27.1
12137,MMR,15-30,27.3
12137,MMR,30-60,33.5
12137,MMR,60-120,62.7
12137,MMR,120+,111.1
12137,MRA,0-5,34.6
